Code;Title;Brand;Price;Qty
11377583786;11377583786;BMW;779.328;4.00
11377630747;11377630747;BMW;16000.00;2.00
1140937010;1140937010;TOYOTA;466.40;1.00
11417613549;11417613549;BMW;10040.544;1.00
11518516206;11518516206;BMW;1305.072;1.00
11537637059;11537637059;BMW;1342.656;2.00
11538671516;11538671516;BMW;2480.976;1.00
11657643935;11657643935;BMW;212.544;1.00
11657796718;11657796718;BMW;603.072;1.00
11658518404;11658518404;BMW;651.888;3.00
11717804381;11717804381;BMW;5079.36;1.00
12120032136;12120032136;BMW;220.16;12.00
12638645514;12638645514;BMW;2981.232;2.00
13537800673;13537800673;BMW;1473.92;2.00
13541747519;13541747519;BMW;19.872;10.00
13621433567;13621433567;BMW;4160.00;1.00
13717626564;13717626564;BMW;3520.00;2.00
13718632502;13718632502;BMW;684.72;1.00
1441545;1441545;FORD;146.016;1.00
1508138;1508138;FORD;1391.472;1.00
1601810159;1601810159;MERCEDES;36.288;1.00
16100ZDJV72;16100ZDJV72;HONDA;2389.824;1.00
1629631050;1629631050;TOYOTA;289.20;1.00
17117848786;17117848786;BMW;1307.664;1.00
17127540666;17127540666;BMW;1600.00;1.00
17129894772;17129894772;BMW;1518.40;1.00
17139485733;17139485733;BMW;1689.552;1.00
1720609;1720609;FORD;1571.616;1.00
18207807132;18207807132;BMW;513.648;5.00
18307792190;18307792190;BMW;11200.00;1.00
1882497;1882497;FORD;962.504;1.00
1J0201338K;1J0201338K;VAG;416.88;1.00
1J5943021D;1J5943021D;VAG;313.20;2.00
1K0412303B;1K0412303B;VAG;445.824;2.00
1K0511327AQ;1K0511327AQ;VAG;200.448;2.00
1K6821135;1K6821135;VAG;287.20;1.00
1K68677477G8;1K68677477G8;VAG;173.232;1.00
2014063;2014063;FORD;524.448;1.00
21207638466;21207638466;BMW;6400.00;1.00
22116851173;22116851173;BMW;2541.888;1.00
22118486266;22118486266;BMW;3010.608;1.00
24008635755;24008635755;BMW;5744.304;1.00
24117566356;24117566356;BMW;1602.72;1.00
246-082-008-025Z;246-082-008-025Z;VDO;640.00;8.00
298615601B;298615601B;PORSCHE;6782.832;1.00
298615602B;298615602B;PORSCHE;6782.832;1.00
2D0819431;2D0819431;VAG;260.928;2.00
2E1807321C;2E1807321C;VAG;2182.032;1.00
2E1807417;2E1807417;VAG;661.824;1.00
2H0422405;2H0422405;VAG;134.352;1.00
305944;305944;LOEBRO;6594.00;2.00
305945;305945;GKN;6400.00;5.00
31278567;31278567;VOLVO;4590.00;1.00
31278569;31278569;VOLVO;4590.00;1.00
31305158;31305158;VOLVO;3511.728;1.00
31316786017;31316786017;BMW;2880.00;1.00
31316786018;31316786018;BMW;2880.00;1.00
31356753913;31356753913;BMW;308.448;2.00
31383113;31383113;VOLVO;2026.512;1.00
33117722890;33117722890;BMW;896.00;1.00
33326858414;33326858414;BMW;602.208;1.00
34112284101;34112284101;BMW;11180.592;1.00
34112284102;34112284102;BMW;11180.592;1.00
34336772928;34336772928;BMW;62.208;1.00
34356789439;34356789439;BMW;480.00;1.00
34356792560;34356792560;BMW;480.00;1.00
39823010;39823010;VOLVO;1552.176;1.00
3B0947109Y20;3B0947109Y20;VAG;335.232;1.00
3B0972712;3B0972712;VAG;111.456;2.00
3C8919679C;3C8919679C;VAG;4399.488;1.00
3C8955104B;3C8955104B;VAG;1516.32;1.00
3CN807221GRU;3CN807221GRU;VAG;14215.392;1.00
3CN807568AV3;3CN807568AV3;VAG;4256.496;1.00
3CN8078332ZZ;3CN8078332ZZ;VAG;1368.144;1.00
3CN8538352ZZ;3CN8538352ZZ;VAG;2199.744;1.00
3G0962243C;3G0962243C;VAG;3024.864;1.00
3Q0511115AJ;3Q0511115AJ;VAG;2235.60;2.00
3QF423812B;3QF423812B;VAG;908.496;2.00
41007355992;41007355992;BMW;765.936;1.00
41007385440;41007385440;BMW;6521.04;1.00
41007492375;41007492375;BMW;25600.00;1.00
41007933508;41007933508;BMW;8196.336;1.00
4234026070;4234026070;TOYOTA;13740.80;1.00
424310C011;424310C011;TOYOTA;2609.20;1.00
4351233140;4351233140;TOYOTA;2169.20;2.00
4351260191;4351260191;TOYOTA;2764.40;1.00
4474200220;4474200220;MERCEDES;2184.624;1.00
477209199D;477209199D;PORSCHE;485.20;1.00
485108Z322;485108Z322;TOYOTA;2870.40;1.00
485208Z182;485208Z182;TOYOTA;2870.40;1.00
48520A9580;48520A9580;TOYOTA;3025.60;1.00
4872503010;4872503010;TOYOTA;574.80;1.00
4B0511327;4B0511327;VAG;150.768;2.00
4B0971832;4B0971832;VAG;111.456;2.00
4E0121283F;4E0121283F;VAG;510.192;1.00
4E0407181B;4E0407181B;VAG;654.048;10.00
4G0616031AD;4G0616031AD;VAG;17850.672;1.00
4G0805201;4G0805201;VAG;241.488;1.00
4G0809347;4G0809347;VAG;638.496;1.00
4G0809411A;4G0809411A;VAG;4990.032;1.00
4G1853190ELE2;4G1853190ELE2;VAG;6849.792;1.00
4G9955711C;4G9955711C;VAG;3786.48;1.00
4H0422885G;4H0422885G;VAG;3115.584;1.00
4KE821203;4KE821203;VAG;346.896;1.00
4L0907299ACDK1;4L0907299ACDK1;VAG;113.616;1.00
4L18641694PK;4L18641694PK;VAG;337.824;1.00
4M0121285D;4M0121285D;VAG;432.432;1.00
4M0127434G;4M0127434G;VAG;1338.768;2.00
4M0133843C;4M0133843C;VAG;1048.464;2.00
4M0199371FC;4M0199371FC;VAG;4413.744;1.00
4M08548204W3;4M08548204W3;VAG;797.472;1.00
51117342436;51117342436;BMW;3815.424;1.00
51117365135;51117365135;BMW;1143.504;1.00
51117365139;51117365139;BMW;1015.20;1.00
51117368478;51117368478;BMW;1852.848;1.00
51117429002;51117429002;BMW;1619.136;1.00
51117429015;51117429015;BMW;971.136;1.00
51117429016;51117429016;BMW;971.136;1.00
51117486835;51117486835;BMW;1020.384;1.00
51127158446;51127158446;BMW;2400.00;1.00
51127389358;51127389358;BMW;4197.312;1.00
51127400008;51127400008;BMW;7912.944;1.00
51127416025;51127416025;BMW;866.592;1.00
51127416026;51127416026;BMW;866.592;1.00
51128089574;51128089574;BMW;1095.12;1.00
51128399166;51128399166;BMW;34.128;10.00
51137122473;51137122473;BMW;2020.032;1.00
51137393456;51137393456;BMW;2814.912;1.00
51142754973;51142754973;BMW;1525.824;1.00
51162337577;51162337577;BMW;8000.00;1.00
51162337580;51162337580;BMW;8000.00;2.00
51219854992;51219854992;BMW;1683.072;1.00
51317335625;51317335625;BMW;1427.76;1.00
51357335677;51357335677;BMW;916.704;1.00
51357335691;51357335691;BMW;2437.776;1.00
51377433096;51377433096;BMW;1985.904;1.00
51471954694;51471954694;BMW;182.304;2.00
51472153687;51472153687;BMW;2560.00;1.00
51472164765;51472164765;BMW;3520.00;1.00
51472302925;51472302925;BMW;2560.00;1.00
51472348072;51472348072;BMW;2132.352;1.00
51472353819;51472353819;BMW;1749.168;1.00
51472458441;51472458441;BMW;1344.00;2.00
51472458443;51472458443;BMW;1335.744;1.00
51472695662;51472695662;BMW;3745.008;1.00
51477439856;51477439856;BMW;3770.928;2.00
51487214653;51487214653;BMW;617.328;1.00
51647145012;51647145012;BMW;8000.00;1.00
51647234899;51647234899;BMW;4027.968;1.00
51647360185;51647360185;BMW;689.472;1.00
51647375893;51647375893;BMW;8452.08;1.00
51717169414;51717169414;BMW;1920.00;1.00
51717305493;51717305493;BMW;695.088;1.00
51717366681;51717366681;BMW;2257.632;1.00
51717367125;51717367125;BMW;499.392;1.00
51717427506;51717427506;BMW;2753.136;1.00
51718195645;51718195645;BMW;4313.088;1.00
51747361920;51747361920;BMW;497.232;1.00
51747361921;51747361921;BMW;871.776;1.00
51747432585;51747432585;BMW;310.608;1.00
51747436577;51747436577;BMW;646.704;1.00
51748070214;51748070214;BMW;3200.00;1.00
51757340178;51757340178;BMW;2148.768;1.00
51767297241;51767297241;BMW;586.656;1.00
51777382170;51777382170;BMW;1844.64;1.00
521460E060;521460E060;TOYOTA;422.80;1.00
521530C040;521530C040;TOYOTA;2809.20;1.00
5227730010;5227730010;TOYOTA;320.40;1.00
531020E040;531020E040;TOYOTA;3025.60;1.00
531020E070;531020E070;TOYOTA;5174.80;2.00
54107198619;54107198619;BMW;5031.504;1.00
561805567B;561805567B;VAG;987.12;1.00
561807050A;561807050A;VAG;432.864;1.00
561807394J;561807394J;VAG;808.272;1.00
561807421LGRU;561807421LGRU;VAG;13613.616;1.00
561807484A;561807484A;VAG;307.584;1.00
561823031G;561823031G;VAG;13071.888;1.00
561853459A2ZZ;561853459A2ZZ;VAG;1888.704;1.00
561853677J9B9;561853677J9B9;VAG;1627.344;1.00
561907456;561907456;VAG;497.232;1.00
561941035B;561941035B;VAG;17908.992;1.00
561945105B;561945105B;VAG;876.528;1.00
5831133090;5831133090;TOYOTA;10914.40;1.00
5C0121251L;5C0121251L;VAG;5338.224;1.00
5C3945311A9B9;5C3945311A9B9;VAG;434.592;1.00
5G0821106A;5G0821106A;VAG;4937.76;1.00
5G0853437RM5;5G0853437RM5;VAG;127.008;19.00
5G0853675ACJZQ;5G0853675ACJZQ;VAG;790.56;1.00
5G0853679AGKRR;5G0853679AGKRR;VAG;788.832;1.00
5G1823509D;5G1823509D;VAG;2090.016;1.00
5GE867913A;5GE867913A;VAG;874.368;1.00
5GM941753A;5GM941753A;VAG;20045.232;1.00
5N0075101;5N0075101;VAG;2260.656;1.00
5N0075111;5N0075111;VAG;2304.00;1.00
5N0129618C;5N0129618C;VAG;357.264;1.00
5N0807241CGRU;5N0807241CGRU;VAG;374.112;2.00
5N0945093J;5N0945093J;VAG;2229.552;1.00
5N0945259A;5N0945259A;VAG;732.24;1.00
5NN807049;5NN807049;VAG;230.688;1.00
5NN853101CGRU;5NN853101CGRU;VAG;767.232;1.00
5NN853212A9B9;5NN853212A9B9;VAG;697.68;1.00
5Q0121205AQ;5Q0121205AQ;VAG;2166.912;1.00
5Q0121251HS;5Q0121251HS;VAG;4316.544;1.00
5Q0411303Q;5Q0411303Q;VAG;3859.92;1.00
5QA129618A;5QA129618A;VAG;223.344;1.00
5QA129621;5QA129621;VAG;357.264;1.00
5QF413031AQ;5QF413031AQ;VAG;2717.28;2.00
5QM498201B;5QM498201B;VAG;722.736;1.00
5QM505436;5QM505436;VAG;6273.504;1.00
5TA804593A;5TA804593A;VAG;74.304;1.00
5TA804594A;5TA804594A;VAG;74.304;1.00
61120HP0A00ZA;61120HP0A00ZA;HONDA;531.792;1.00
61122458607;61122458607;BMW;1143.936;1.00
61132359997;61132359997;BMW;386.24;5.00
61136847835;61136847835;BMW;429.408;1.00
61136931507;61136931507;BMW;489.024;5.00
61138353086;61138353086;BMW;34.128;2.00
61139326000;61139326000;BMW;101.952;1.00
61337404432;61337404432;BMW;1248.912;1.00
61618217711;61618217711;BMW;360.72;1.00
61672752559;61672752559;BMW;233.28;1.00
61672752560;61672752560;BMW;233.28;1.00
63117217008;63117217008;BMW;273.888;1.00
63117419133;63117419133;BMW;6400.00;1.00
63126916102;63126916102;BMW;277.776;1.00
63126928499;63126928499;BMW;4160.00;1.00
63126928500;63126928500;BMW;4160.00;1.00
63177182195;63177182195;BMW;2880.00;1.00
63177216888;63177216888;BMW;2880.00;1.00
63177483697;63177483697;BMW;646.272;1.00
63177483698;63177483698;BMW;646.272;1.00
63217289425;63217289425;BMW;4800.00;1.00
64116907811;64116907811;BMW;3200.00;1.00
64116996209;64116996209;BMW;3839.184;1.00
64211361634;64211361634;BMW;268.272;1.00
64211366869;64211366869;BMW;413.856;1.00
64509123157;64509123157;BMW;17.712;10.00
64529496107;64529496107;BMW;45309.456;1.00
6493160060B0;6493160060B0;TOYOTA;428.40;1.00
6787152020;6787152020;TOYOTA;1304.64;1.00
6811353150;6811353150;TOYOTA;1244.00;1.00
681510E051;681510E051;TOYOTA;1869.60;1.00
692410T010;692410T010;TOYOTA;25.60;1.00
6Q0411314R;6Q0411314;VAG;127.872;2.00
6R0973323;6R0973323;VAG;167.616;1.00
6RU813114B;6RU813114B;VAG;10015.488;1.00
7038577479B9;7038577479B9;VAG;127.008;2.00
72125A01DF1;72125A01DF1;BMW;9793.872;1.00
7426148020C0;7426148020C0;TOYOTA;160.00;1.00
750710T900;750710T900;TOYOTA;4302.80;1.00
756020E040;756020E040;TOYOTA;775.60;1.00
7E0253209F;7E0253209F;VAG;5781.456;1.00
7E0615312A;7E0615312A;VAG;476.064;1.00
7F0075101;7F0075101;VAG;2144.00;1.00
7H0615424A;7H0615424A;VAG;3883.248;1.00
7H0867331D;7H0867331D;VAG;16.416;5.00
7H0881697B71N;7H0881697B71N;VAG;454.464;1.00
7H0915450;7H0915450;VAG;14.256;10.00
7L0867208A;7L0867208A;VAG;12.96;1.00
7LA711476C;7LA711476C;VAG;914.544;1.00
7M3915437D;7M3915437D;VAG;736.992;1.00
7P0121365;7P0121365;VAG;84.672;1.00
7P6513029BB;7P6513029BB;VAG;4769.712;2.00
7P6807155GRU;7P6807155GRU;VAG;184.896;1.00
7P6864726A;7P6864726A;VAG;495.504;1.00
7P6867439AADV8;7P6867439AADV8;VAG;4775.328;1.00
80142463254;80142463254;BMW;678.672;2.00
80145A0A640;80145A0A640;BMW;770.256;1.00
80212461058;80212461058;BMW;297.648;2.00
80232450993;80232450993;BMW;335.232;1.00
80232454641;80232454641;BMW;295.488;1.00
80232466303;80232466303;BMW;640.00;3.00
80272454656;80272454656;BMW;493.344;1.00
80442463106;80442463106;BMW;1600.00;2.00
80932413782;80932413782;BMW;3439.584;1.00
80932413784;80932413784;BMW;3397.68;1.00
80A057800;80A057800;VAG;1430.352;1.00
80A087009;80A087009;VAG;606.528;1.00
80A087009A;80A087009A;VAG;606.528;1.00
80A087009B;80A087009B;VAG;606.528;1.00
80A121251D;80A121251D;VAG;4470.768;1.00
80A121673H;80A121673H;VAG;606.096;1.00
80A803501DSTL;80A803501DSTL;VAG;512.00;1.00
80A804473BSTL;80A804473BSTL;VAG;2400.00;1.00
80A807107AGRU;80A807107AGRU;VAG;8727.696;1.00
80A807108AGRU;80A807108AGRU;VAG;8727.696;1.00
80A807108DGRU;80A807108DGRU;VAG;8727.696;1.00
80A807531RU6;80A807531RU6;VAG;4800.00;1.00
80A998473;80A998473;VAG;4757.184;1.00
80A998473B;80A998473B;VAG;5758.992;1.00
8111006C70;8111006C70;TOYOTA;5720.80;1.00
8111006D90;8111006D90;TOYOTA;6259.248;1.00
811100E250;811100E250;TOYOTA;8738.40;1.00
8118533D31;8118533D31;TOYOTA;20567.60;1.00
8126647060;8126647060;TOYOTA;177.984;1.00
8156008040;8156008040;TOYOTA;5609.60;1.00
81A087009A;81A087009A;VAG;280.80;2.00
8200080989;8200080989;RENAULT;2569.104;1.00
82160415115;82160415115;BMW;906.336;1.00
82712289107;82712289107;BMW;448.696;1.00
82712350122;82712350122;BMW;6400.00;1.00
83125A1A167;83125A1A167;BMW;480.00;17.00
83192211662;83192211662;BMW;240.00;12.00
83192329713;83192329713;BMW;95.472;10.00
83222282583;83222282583;BMW;902.16;3.00
83512355296;83512355296;BMW;358.992;5.00
83551MAZ000;83551MAZ000;HONDA;142.33;2.00
83652TL2A01;83652TL2A01;HONDA;43.20;8.00
8990H02020;8990H02020;TOYOTA;6473.60;1.00
8990H02050;8990H02050;TOYOTA;7150.40;1.00
8E0857563ADT4;8E0857563ADT4;VAG;9.072;2.00
1087298365;8hp комплект (масло, фильтр, болты);ZF PARTS;5280.00;90.00
8K0505413B;8K0505413B;VAG;404.352;1.00
8K0698151K;8K0698151K;VAG;3565.296;1.00
8K0819439B;8K0819439B;VAG;800.496;1.00
8K9010502AR;8K9010502AR;VAG;196.56;1.00
8P4853651A1QP;8P4853651A1QP;VAG;5436.288;1.00
8R0411105CN;8R0411105CN;VAG;2909.088;2.00
8R0413031BD;8R0413031BD;VAG;3468.96;2.00
8R0971095A;8R0971095A;VAG;3684.096;1.00
8S0117340B;8S0117340B;VAG;454.896;1.00
8S0513021E;8S0513021E;VAG;12759.984;1.00
8S0513022A;8S0513022A;VAG;12759.984;1.00
8T0837205AGRU;8T0837205AGRU;VAG;1108.944;1.00
8T08871874PK;8T08871874PK;VAG;130.464;1.00
8T0898924A;8T0898924A;VAG;635.04;1.00
8T0907299ABDK1;8T0907299ABDK1;VAG;266.112;1.00
8T0951221;8T0951221;VAG;1494.688;1.00
8U0807233E;8U0807233E;VAG;1151.712;1.00
8U08676584PK;8U08676584PK;VAG;533.088;1.00
8U0919267N;8U0919267N;VAG;180.576;1.00
8V5807377A;8V5807377A;VAG;434.592;1.00
8V5807434D9B9;8V5807434D9B9;VAG;3809.376;1.00
8V5955275AGRU;8V5955275AGRU;VAG;428.544;1.00
8W0122293A;8W0122293A;VAG;187.92;1.00
8W0807681RRU6;8W0807681RRU6;VAG;2396.736;1.00
8W0816421M;8W0816421M;VAG;5742.576;1.00
8W58271139B9;8W58271139B9;VAG;992.736;1.00
9018905161;9018905161;TOYOTA;21.60;1.00
9020114035;9020114035;TOYOTA;58.80;50.00
9024908256;9024908256;TOYOTA;34.00;2.00
9031134054;9031134054;TOYOTA;250.00;1.00
9046707049E5;9046707049E5;TOYOTA;27.20;1.00
9046734003;9046734003;TOYOTA;138.40;4.00
90541195670;90541195670;HONDA;125.217;1.00
9062411513;9062411513;MERCEDES;1601.28;2.00
9062411613;9062411613;MERCEDES;1601.28;2.00
90653HC4900;90653HC4900;HONDA;31.968;94.00
9065450310;9065450310;MERCEDES;2400.00;1.00
90949T1012;90949T1012;TOYOTA;101.60;3.00
9098010711;9098010711;TOYOTA;343.20;1.00
9098208301;9098208301;TOYOTA;268.40;1.00
92021FA000NE;92021FA000NE;SUBARU;39.652;1.00
92021FC000NE;92021FC000NE;SUBARU;26.713;1.00
94530478;94530478;OPEL;8.765;2.00
94810743910;94810743910;PORSCHE;171.504;2.00
95535193916;95535193916;PORSCHE;8394.192;1.00
95557278602;95557278602;PORSCHE;387.20;1.00
95810631110;95810631110;PORSCHE;1124.00;1.00
95850554900GRV;95850554900GRV;PORSCHE;8150.40;1.00
958505681409B9;958505681409B9;PORSCHE;1460.16;1.00
95850587720G2L;95850587720G2L;PORSCHE;702.00;1.00
95862818521;95862818521;PORSCHE;696.80;1.00
95B129620A;95B129620A;PORSCHE;923.616;2.00
95B145675;95B145675;PORSCHE;1891.60;1.00
95B698151G;95B698151G;PORSCHE;5037.984;1.00
95B8077951E0;95B8077951E0;PORSCHE;383.60;1.00
95B8077961E0;95B8077961E0;PORSCHE;383.60;1.00
97033301531;97033301531;PORSCHE;3628.40;1.00
971837349;971837349;PORSCHE;182.80;1.00
98045400;98045400;TEXTAR;287.20;1.00
98045500;98045500;TEXTAR;276.00;3.00
99970740441;99970740441;PORSCHE;118.26;7.00
9Y0615301AB;9Y0615301AB;PORSCHE;9197.712;1.00
9Y0615302AB;9Y0615302AB;PORSCHE;9197.712;1.00
9Y0615601A;9Y0615601A;PORSCHE;4964.112;2.00
9Y0907253B;9Y0907253B;PORSCHE;1084.32;2.00
9Y0941117Y;9Y0941117Y;PORSCHE;1583.28;1.00
9Y0941118Y;9Y0941118Y;PORSCHE;1282.00;1.00
34106894383; = 34116785675;BMW;5584.896;1.00
34116886481; = 34116793243;BMW;4143.68;2.00
34116793243; = 34116886481;BMW;3840.00;6.00
97035240500; =298615601b;PORSCHE;5760.00;1.00
97035240600; =298615602b;PORSCHE;5760.00;1.00
A0000903751;A0000903751;MERCEDES;647.568;1.00
A0001400694;A0001400694;MERCEDES;112.80;1.00
A0001802609;A0001802609;MERCEDES;463.968;1.00
A0001803009;A0001803009;MERCEDES;702.00;1.00
A0001806309;A0001806309;MERCEDES BENZ;2465.424;2.00
A0004203202;A0004203202;MERCEDES;10018.512;1.00
A0004204002;A0004204002;MERCEDES;5492.88;1.00
A0004209600;A0004209600;MERCEDES;5356.368;1.00
A0004209700;A0004209700;MERCEDES;2736.72;1.00
A000466040087;A000466040087;MERCEDES;6464.016;1.00
A0005450745;A0005450745;MERCEDES;426.157;1.00
A0005461581;A0005461581;MERCEDES;58.852;1.00
A0009056201;A0009056201;MERCEDES;2843.20;1.00
A0009059105;A0009059105;MERCEDES;3397.248;1.00
A0009142136;A0009142136;MERCEDES;1889.136;1.00
A00098623509775;A00098623509775;MERCEDES;558.052;19.00
A000989880310;A000989880310;MERCEDES;473.472;2.00
A000989920211AIFD;A000989920211AIFD;MERCEDES;717.078;2.00
A0009903924;A0009903924;MERCEDES;13.357;12.00
A0009905407;A0009905407;MERCEDES;205.632;16.00
A0009930414;A0009930414;MERCEDES;60.80;1.00
A0009934102;A0009934102;MERCEDES;6756.40;1.00
A0009947041;A0009947041;MERCEDES;47.165;1.00
A0009986590;A0009986590;MERCEDES;111.104;1.00
A0009986590;A0009986590;MERCEDES BENZ;108.432;2.00
A0011594901;A0011594901;MERCEDES BENZ;585.792;1.00
A001230121187;A001230121187;MERCEDES;22645.20;1.00
A0018205544;A0018205544;MERCEDES;1216.80;1.00
A0018229120;A0018229120;MERCEDES;685.774;1.00
A001989940311;A001989940311;MERCEDES;1162.00;1.00
A0019900151;A0019900151;MERCEDES;178.226;4.00
A0019901707;A0019901707;MERCEDES;2312.928;1.00
A0029909803;A0029909803;MERCEDES;176.80;2.00
A0039933396;A0039933396;MERCEDES;989.712;2.00
A0039941745;A0039941745;MERCEDES;54.678;1.00
A0039970689;A0039970689;MERCEDES;152.496;1.00
A0041591403;A0041591403;MERCEDES BENZ;353.808;10.00
A004420922041;A004420922041;MERCEDES;2010.574;1.00
A005420472041;A005420472041;MERCEDES;1745.20;1.00
A0119884178;A0119884178;MERCEDES;44.40;1.00
A0159970847;A0159970847;MERCEDES BENZ;1225.152;2.00
A0159970847;A0159970847;MERCEDES;1242.864;1.00
A0159977947;A0159977947;MERCEDES;438.048;1.00
A0265450026;A0265450026;MERCEDES;158.80;1.00
A0995002300;A0995002300;MERCEDES;5107.20;1.00
A0997303001;A0997303001;MERCEDES;2979.20;1.00
A0999064402;A0999064402;MERCEDES;704.139;1.00
A1082410112;A1082410112;MERCEDES;133.565;2.00
A1105460085;A1105460085;MERCEDES;696.626;1.00
A1106830010;A1106830010;MERCEDES;657.809;2.00
A1109870844;A1109870844;MERCEDES;24.209;2.00
A1109970781;A1109970781;MERCEDES;256.278;2.00
A1112670083;A1112670083;MERCEDES;219.548;2.00
A1112670086;A1112670086;MERCEDES;204.939;2.00
A1112680497;A1112680497;MERCEDES;389.009;1.00
A1112680697;A1112680697;MERCEDES;226.226;1.00
A1112680834;A1112680834;MERCEDES;1328.557;1.00
A1119903540;A1119903540;MERCEDES;294.261;2.00
A1119920210;A1119920210;MERCEDES;641.113;2.00
A1119920310;A1119920310;MERCEDES;208.696;1.00
A1119920510;A1119920510;MERCEDES;625.252;2.00
A1119971381;A1119971381;MERCEDES;99.757;1.00
A1119971581;A1119971581;MERCEDES;69.287;1.00
A1121840261;A1121840261;MERCEDES;524.448;1.00
A1129800115;A1129800115;MERCEDES;1000.08;1.00
A1130101028;A1130101028;MERCEDES;13003.826;1.00
A1130160321;A1130160321;MERCEDES;626.832;1.00
A113471008164;A113471008164;MERCEDES;714.157;1.00
A1134920304;A1134920304;MERCEDES;1055.165;2.00
A1136260033;A1136260033;MERCEDES;4868.035;1.00
A1136830110;A1136830110;MERCEDES;123.13;2.00
A1138840135;A1138840135;MERCEDES;1014.678;1.00
A1138840235;A1138840235;MERCEDES;1155.757;1.00
A1139870044;A1139870044;MERCEDES;33.264;6.00
A1139872444;A1139872444;MERCEDES;217.043;1.00
A1155460085;A1155460085;MERCEDES;790.957;1.00
A1204630250;A1204630250;MERCEDES;1385.739;1.00
A1245849917;A1245849917;MERCEDES;60.522;1.00
A124826044364;A124826044364;MERCEDES;1802.713;1.00
A124826054364;A124826054364;MERCEDES;1956.313;1.00
A1297270411;A1297270411;MERCEDES;102.80;4.00
A1352000054;A1352000054;MERCEDES;1237.68;1.00
A1402710080;A1402710080;MERCEDES;327.024;1.00
A1409880278;A1409880278;MERCEDES;30.00;10.00
A1566907300;A1566907300;MERCEDES;1837.296;1.00
A1568800218;A1568800218;MERCEDES;8092.80;1.00
A1568850202;A1568850202;MERCEDES;3654.00;1.00
A1568850901;A1568850901;MERCEDES;1809.60;1.00
A156885172164;A156885172164;MERCEDES;1408.00;1.00
A1568851821;A1568851821;MERCEDES;1408.00;1.00
A1638800224;A1638800224;MERCEDES;649.461;1.00
A1664230500;A1664230500;MERCEDES;3891.888;2.00
A1668802905;A1668802905;MERCEDES;3003.264;4.00
A1668850016;A1668850016;MERCEDES;276.73;1.00
A16688592259999;A16688592259999;MERCEDES;14574.816;1.00
A1668891295;A1668891295;MERCEDES;105.20;1.00
